,error_x,error_y
337,2.4464355,2.4493535
338,2.6850855,2.6990879
339,2.3108363,2.2996335
340,15.220665,15.044698
341,2.607463,2.6258106
342,17.53059,17.704367
343,2.5264003,2.5200229
344,17.555014,17.140087
345,15.532495,15.668931
346,2.5956993,2.5722582
347,10.687305,10.84698
348,13.364457,13.086679
349,2.574002,2.5506308
350,2.5824413,2.5713909
351,14.949122,14.677581
352,16.210684,16.415552
353,2.5677326,2.5600026
354,2.558968,2.5388684
355,2.872191,2.8344827
356,2.4064393,2.3950853
357,11.313737,10.878978
358,2.3840425,2.410569
359,10.67975,10.729302
360,2.574417,2.5531383
361,13.958201,13.679802
362,2.6897395,2.698152
363,10.691712,10.4737625
364,2.6635697,2.6595957
365,10.42935,10.559987
366,2.5384505,2.5341818
367,12.483318,12.645307
368,12.022612,12.209103
369,2.581019,2.5887244
370,2.5378385,2.5212731
371,2.4130607,2.4088855
372,2.4515374,2.4540892
373,2.1607978,2.1333232
374,2.3662102,2.3567965
375,2.6678588,2.6442566
376,2.6701179,2.6542172
377,14.983513,15.549488
378,2.5831916,2.581348
379,2.6748114,2.6858006
380,11.484694,11.419663
381,2.8401968,2.8333619
382,11.089478,11.26361
383,2.831061,2.8385081
384,10.417086,10.39409
385,3.0988674,3.0566077
386,10.709679,10.911086
387,2.614077,2.5608847
388,9.834389,9.803109
389,2.7126133,2.6959152
390,2.5845091,2.5795646
391,7.1347833,7.1482906
392,7.907681,7.9097457
393,2.4508207,2.4556613
394,5.016407,5.134637
395,2.6661315,2.6605844
396,9.827766,9.790235
397,6.588495,6.742181
398,2.6307461,2.6396763
399,12.747617,12.796187
400,11.987839,11.703309
401,2.5412393,2.5466278
402,10.673872,10.825091
403,2.7402081,2.748966
404,10.646091,10.785305
405,10.335149,10.300925
406,2.9699783,2.9713752
407,2.8699007,2.869954
408,11.111747,11.14784
409,2.69258,2.6972733
410,9.592449,9.5156765
411,2.8498852,2.8637877
412,10.208744,10.271633
413,8.588051,8.540508
414,2.6812465,2.6751866
415,10.0273905,9.99655
416,2.5987864,2.5900097
417,2.785451,2.763255
418,2.4270046,2.4281604
419,2.5076954,2.4971318
420,2.6178727,2.5985203
421,2.5733445,2.5644207
422,8.156144,8.113489
423,2.686793,2.679122
424,11.7418,11.769116
425,2.59711,2.5823061
426,12.560055,12.925477
427,2.5328069,2.5264838
428,13.301534,13.0454645
429,7.9459834,7.973102
430,2.595759,2.5939138
431,2.7331183,2.753819
432,8.082116,8.116285
433,8.316908,8.336431
434,14.715242,14.539813
435,2.5595098,2.5574715
436,8.330314,8.465175
437,15.542527,14.90531
438,2.1956758,2.1730773
439,6.2312565,6.30872
440,2.7116213,2.6869233
441,8.083131,8.240029
442,2.6453736,2.6212306
443,7.1456747,7.102481
444,2.1021752,2.096002
445,2.4269273,2.4145
446,2.5523305,2.5429356
447,2.228062,2.2144933
448,2.4633267,2.455248
449,2.4869878,2.463857
450,2.6764479,2.681908
451,2.8194604,2.820189
452,2.5970695,2.608068
453,19.296358,19.100994
454,2.4453316,2.43126
455,2.565693,2.5456612
456,2.3361175,2.3431256
457,2.5462418,2.5202715
458,2.6977904,2.6775055
459,2.744996,2.7034786
460,2.4189637,2.4130363
461,10.758906,10.890291
462,2.6130588,2.602535
463,8.97945,9.115433
464,2.6127284,2.6039262
465,10.683721,10.611815
466,2.4781601,2.453209
467,9.588379,9.569841
468,2.5161643,2.4852254
469,9.935318,9.847424
470,2.7181525,2.686874
471,11.871718,12.140617
472,3.1041846,3.0927136
473,11.87478,11.765951
474,2.5590372,2.53011
475,2.5748112,2.558416
476,11.12773,11.373803
477,10.012452,10.033137
478,2.4784791,2.460822
479,10.193998,10.262942
480,2.2059007,2.2049606
481,9.614297,9.750758
482,2.7063937,2.706068
483,7.8270307,7.9067674
484,2.712463,2.7185955
485,11.213156,11.650185
486,2.4664855,2.4563358
487,9.195983,9.229224
488,2.6607184,2.6447065
489,11.058016,11.002096
490,2.3526936,2.364929
491,2.6431997,2.6414714
492,12.814949,12.742203
493,13.063578,12.864959
494,2.512709,2.4856436
495,10.127558,10.241226
496,2.4090116,2.3914082
497,11.549022,11.482934
498,2.1837053,2.164254
499,11.752697,11.952922
500,2.5588737,2.5327525
501,16.089296,16.57824
502,11.599553,11.663845
503,2.6270645,2.6324773
504,2.5203168,2.5138254
505,12.501713,12.494914
506,2.3805764,2.3682215
507,10.800478,10.980119
508,13.857297,13.860346
509,2.2401614,2.2213163
510,10.698247,10.478081
511,2.6314995,2.5913088
512,11.525172,11.481146
513,2.4838433,2.4691653
514,2.9443767,2.9104335
515,8.612196,8.842124
516,2.4546015,2.4580274
517,8.913976,9.11723
518,2.547065,2.549976
519,2.8124738,2.8080776
520,2.250062,2.2467687
521,13.173203,13.438918
522,12.464474,12.474369
523,2.2500181,2.2479675
524,11.967519,12.061611
525,2.65489,2.6406703
526,11.048688,11.312628
527,2.6252043,2.5944872
528,14.701291,14.782757
529,2.4866097,2.496859
530,11.80009,11.969855
531,2.5362742,2.5685391
532,14.061275,14.143698
533,2.464956,2.4602532
534,2.3180673,2.2940357
535,12.947072,13.106872
536,2.5453653,2.542207
537,11.453345,11.538898
538,11.261848,11.368847
539,7.182182,7.232965
540,2.6710181,2.6606433
541,12.912475,12.9231
542,8.048919,8.0347595
543,2.4163034,2.410647
544,9.391122,9.539597
545,8.310034,8.425995
546,2.4371026,2.4298098
547,10.119033,10.112326
548,8.532124,8.594287
549,2.6095154,2.6151094
550,10.305097,10.625331
551,9.812238,9.838241
552,2.8243372,2.8320255
553,2.5286577,2.5224922
554,9.249912,9.26115
555,13.215202,13.757568
556,10.4567585,10.435161
557,10.453499,10.670735
558,2.8602557,2.8874867
559,11.020666,10.878179
560,13.023791,12.972245
561,2.6391916,2.6227674
562,2.8448098,2.8348236
563,12.641064,12.853824
564,11.735704,11.919262
565,11.20907,11.117751
566,11.061051,10.834297
567,3.117804,3.1053083
568,10.676857,10.688657
569,11.623317,11.600038
570,2.530632,2.5250483
571,2.689401,2.683301
572,10.42576,10.608735
573,11.004148,10.876326
574,10.34599,10.277662
575,11.1319275,11.589979
576,2.716959,2.6939707
577,11.650357,11.651119
578,11.62627,11.587719
579,2.6295078,2.6280413
580,10.52603,10.672665
581,10.092813,10.210145
582,2.6987898,2.6674926
583,14.977398,14.412987
584,10.03655,10.091451
585,10.986668,10.847732
586,2.750789,2.7326882
587,12.814813,13.0287
588,2.4975603,2.4972863
589,11.5498705,11.496482
590,9.543498,9.610413
591,11.776251,11.713677
592,10.341068,10.457878
593,2.393854,2.3750005
594,12.121906,12.215213
595,6.015425,6.0577264
596,11.368925,11.386119
597,2.7087133,2.692078
598,15.19803,15.00389
599,2.833611,2.8001308
600,10.314631,10.469208
601,12.896162,12.89196
602,7.859853,7.7459307
603,11.150916,11.436494
604,2.6437938,2.6381996
605,14.4189205,14.45738
606,7.8791137,7.9598174
607,6.992571,6.9943748
608,9.8437605,9.737218
609,2.760814,2.7477639
610,13.565446,13.996891
611,6.7761064,6.9106903
612,12.105585,12.31047
613,2.6357265,2.6298044
614,15.073838,14.872916
615,6.6803846,6.69525
616,10.097913,10.381378
617,2.5195158,2.499568
618,10.495872,10.625314
619,2.6853123,2.7050354
620,12.207202,12.137782
621,7.756072,7.8419595
622,8.711329,8.638691
623,8.294975,8.425441
624,12.869047,12.75318
625,11.849832,11.739396
626,2.6997821,2.700437
627,12.756182,12.756679
628,2.568737,2.572177
629,8.591687,8.88247
630,16.624428,16.4515
631,11.380851,11.422708
632,14.180221,14.122699
633,2.7611382,2.759195
634,11.832744,12.006785
635,15.762838,16.027674
636,9.456373,9.654657
637,2.6008408,2.5690565
638,16.766317,16.732374
639,2.3952355,2.3894527
640,13.284286,13.075519
641,11.594547,11.645299
642,2.368252,2.379376
643,14.677986,14.628961
644,12.674269,12.596671
645,2.7302232,2.7359157
646,14.268254,14.310973
647,13.006559,13.38684
648,2.4694355,2.466767
649,10.73327,10.765382
650,9.095214,9.028517
651,8.8852,8.968585
652,2.5069296,2.5002143
653,14.60296,14.771526
654,11.307876,11.227375
655,2.7426836,2.7676957
656,13.355753,13.331498
657,10.521339,10.563657
658,2.811931,2.8193483
659,9.172059,9.172056
660,2.709691,2.7097564
661,14.748696,14.634941
662,2.3783576,2.4024622
663,12.172279,12.061807
664,14.0008745,13.959914
665,6.2849193,6.197038
666,2.7251465,2.7314432
667,10.893876,10.808279
668,7.4014335,7.595996
669,11.799637,11.891447
670,2.5022345,2.5061276
671,12.738226,12.896998
672,15.805294,15.542575
673,2.738629,2.728097
674,12.886405,12.628781
675,11.950045,11.93562
676,9.673092,9.656685
677,2.9946504,2.9663897
678,10.583742,10.772859
679,2.6528502,2.6346374
680,9.518649,9.460397
681,3.0499306,3.0165615
682,12.266893,12.54288
683,11.771408,12.006662
684,10.121814,10.336763
685,2.6056871,2.5742621
686,18.876202,19.274942
687,14.209033,14.522822
688,2.4815445,2.4887316
689,2.2481601,2.2384262
690,9.890017,9.78001
691,2.567086,2.5532703
692,12.546856,12.741987
693,10.304168,10.4796715
694,2.7263117,2.7494235
695,14.057579,14.252498
696,2.4639707,2.461985
697,2.7683816,2.778676
698,3.2319403,3.1885407
699,2.6481311,2.6187491
700,2.3219123,2.2955282
701,2.7636807,2.7702682
702,2.4259658,2.420769
703,2.5836236,2.5761154
704,13.545824,13.217477
705,2.8458438,2.8388543
706,2.774492,2.784265
707,3.074027,3.0498505
708,13.542682,13.708639
709,17.10073,17.341461
710,3.2316215,3.2293274
711,2.7572389,2.7578166
712,2.825445,2.8479662
713,2.7730892,2.789034
714,2.8128312,2.7928245
715,2.7491841,2.735721
716,8.505928,8.65533
717,15.971049,15.705816
718,2.5051153,2.5127196
719,2.985644,2.9859478
720,2.7198465,2.6996846
721,2.7874055,2.8129053
722,2.6461513,2.6362233
723,2.7906473,2.7925045
724,4.856909,4.9648066
725,6.3383203,6.3468456
726,2.5174017,2.492417
727,5.0301676,5.0085807
728,2.63953,2.6379738
729,4.7476892,4.8066177
730,2.662394,2.6416583
731,6.283107,6.1974435
732,2.6776245,2.6763651
733,5.333498,5.3810787
734,3.2669282,3.2773867
735,15.663287,15.855887
736,3.0289524,3.0181162
737,2.8584244,2.8691366
738,15.060155,15.187183
739,2.6048405,2.623293
740,2.309995,2.306455
741,2.5229874,2.5129125
742,2.5900319,2.5831127
743,2.693109,2.706995
744,15.254775,15.458935
745,2.4609222,2.4702682
746,2.3881102,2.3933604
747,11.250189,11.355835
748,2.4360952,2.42206
749,18.031387,17.991667
750,13.072753,13.287871
751,2.4680452,2.4764707
752,10.957679,10.971342
753,16.146574,16.083382
754,2.770285,2.7809968
755,2.2586079,2.257897
756,10.571439,10.625809
757,15.516155,15.372516
758,19.245121,19.010498
759,10.987374,10.919513
760,2.948847,2.9760423
761,15.998857,16.144497
762,10.526423,10.527961
763,2.6025288,2.5934818
764,14.221956,14.147395
765,2.967331,2.9510489
766,15.632572,15.661537
767,2.7619176,2.7898273
768,13.184047,13.082001
769,2.700162,2.695445
770,13.853308,14.117383
771,2.706498,2.6739132
772,15.744166,15.589047
773,9.647703,9.814986
774,16.933493,17.04935
775,2.5533104,2.5534039
776,2.3779843,2.3836849
777,16.187513,16.227667
778,2.5673082,2.575728
779,12.749971,13.156915
780,8.49206,8.501097
781,2.7193642,2.7517965
782,11.874211,11.948896
783,7.640189,7.696792
784,2.416189,2.4172683
785,14.555289,14.56168
786,2.8091207,2.8100872
787,2.659278,2.6909378
788,2.8387413,2.853764
789,15.59826,15.587252
790,18.568686,18.67866
791,2.6408532,2.6221416
792,18.875944,19.152948
793,2.5896015,2.56894
794,15.127756,15.199663
795,2.4694386,2.4702816
796,19.707144,19.668774
797,12.064201,12.060739
798,2.7872949,2.7688124
799,14.591814,14.4927635
800,2.5809128,2.5886269
801,2.4338543,2.4220994
802,13.133989,12.993705
803,2.5544806,2.544252
804,2.3802905,2.375557
805,20.914606,20.367762
806,18.019402,18.414528
807,2.5054455,2.5108762
808,17.877495,17.763716
809,2.557928,2.5783515
810,21.583742,21.714174
811,2.4637935,2.4351234
812,2.5236697,2.517168
813,2.497149,2.4647243
814,2.7368448,2.7238984
815,2.7360802,2.7302945
816,3.0885608,3.0834982
817,2.696297,2.692182
818,2.5562747,2.5501018
819,2.4086244,2.3881552
820,2.7276843,2.7274375
821,14.287841,14.568282
822,2.6086907,2.6218066
823,2.8204162,2.7817953
824,2.5084603,2.5121212
825,2.4466944,2.4428155
826,2.3959746,2.3786976
827,2.910648,2.8877358
828,2.7238696,2.7222328
829,2.6155536,2.6333616
830,2.391241,2.3841567
831,9.507406,9.559882
832,2.6883097,2.6529267
833,2.4431412,2.4445095
834,2.6191268,2.6117985
835,10.054589,10.120335
836,2.623192,2.629958
837,2.791863,2.8105896
838,11.276591,11.361747
839,10.664314,10.581806
840,2.950115,2.9679973
841,10.529339,10.401873
842,2.3777514,2.3663776
843,11.185891,11.378129
844,2.801522,2.7976604
845,13.943034,13.898049
846,2.659454,2.6207998
847,11.017312,11.058847
848,2.4320343,2.403889
849,12.012311,12.120963
850,2.644131,2.6042855
851,11.599938,11.650842
852,2.7179823,2.700559
853,2.7632978,2.7467144
854,12.126662,11.81341
855,18.080038,17.880459
856,14.838751,15.046328
857,2.5684834,2.541976
858,11.855829,11.962309
859,2.3863688,2.3460796
860,11.624345,11.3816185
861,2.7169049,2.7077222
862,16.134144,16.16243
863,13.626904,13.622678
864,2.4548066,2.456188
865,2.764733,2.7418377
866,18.190758,17.905848
867,16.230927,16.155308
868,2.468689,2.4753106
869,2.630201,2.6131997
870,15.106456,15.189782
871,2.4257338,2.4333541
872,15.756296,15.086605
873,13.403356,13.439324
874,17.920753,17.564682
875,2.4909976,2.4946582
876,2.7985647,2.8120723
877,15.012269,15.195342
878,2.6500716,2.6545682
879,12.752569,12.5093
880,18.786043,18.697504
881,2.5648012,2.546045
882,13.15701,13.030534
883,16.73185,16.50507
884,13.104984,13.138172
885,2.3699787,2.3609219
886,14.013219,13.926441
887,14.57579,14.774447
888,2.7339134,2.7336562
889,16.900175,16.876532
890,11.780959,11.5394335
891,2.5108612,2.5049975
892,12.268138,12.523032
893,14.849866,14.59268
894,17.859798,17.794056
895,2.2508447,2.2757041
896,13.534402,13.309714
897,11.357116,11.422267
898,2.5628662,2.5735137
899,13.06276,12.925202
900,14.381682,14.163717
901,16.470327,16.177687
902,2.7453759,2.6901596
903,2.497518,2.4780018
904,14.543076,14.361566
905,17.08997,16.881893
906,15.486086,15.302206
907,16.127884,16.055706
908,12.189816,12.347852
909,2.3843923,2.3840132
910,16.442156,16.200603
911,10.66795,10.691299
912,2.8415036,2.8240376
913,14.253165,14.363069
914,16.375088,16.34315
915,2.7283063,2.7233977
916,2.6604314,2.6495357
917,16.220448,15.871469
918,13.608721,13.76746
919,14.052982,13.991418
920,2.613198,2.607176
921,19.501066,19.50349
922,13.511574,13.816745
923,2.8390253,2.8279352
924,2.644088,2.656407
925,14.431299,14.7791815
926,15.043765,14.885354
927,13.552591,13.580058
928,15.397281,15.414121
929,2.4048765,2.3776517
930,13.885965,13.681999
931,13.041888,12.815803
932,2.6249726,2.6312666
933,16.152203,16.09723
934,18.432531,18.215439
935,13.018024,13.069788
936,3.055785,3.0299265
937,11.748151,11.711241
938,10.694693,10.614029
939,14.713025,14.488123
940,14.649248,14.67164
941,2.6979578,2.6772785
942,16.081839,15.944318
943,10.361574,10.427422
944,2.362406,2.3569555
945,14.475383,14.656554
946,11.9047165,11.792983
947,2.5939887,2.593378
948,2.860188,2.8236477
949,2.8715842,2.8566682
950,2.6952312,2.6750667
951,12.566568,12.622379
952,2.5607212,2.5357528
953,13.474442,13.383397
954,2.5629864,2.5493684
955,18.051357,18.514309
956,2.5042727,2.4978907
957,12.746919,12.785758
958,2.56938,2.5487714
959,15.966644,16.002417
960,7.328564,7.400813
961,2.6457393,2.6574287
962,15.433533,15.19208
963,2.1825392,2.193382
964,15.258466,15.017559
965,13.829234,13.751541
966,2.6936698,2.6671329
967,2.3292117,2.3343604
968,12.411553,12.299282
969,13.607589,13.450598
970,11.520122,11.202049
971,2.8003747,2.8257747
972,16.029163,15.933138
973,12.063318,12.2400875
974,2.811499,2.777505
975,13.694228,13.718517
976,15.3386,15.812367
977,2.1761918,2.1824682
978,13.403088,13.526182
979,2.5043073,2.5010068
980,12.748916,12.937312
981,14.926004,15.344353
982,2.9113266,2.9145892
983,16.63516,16.837063
984,10.902999,10.8505945
985,16.943707,16.64601
986,12.951648,13.23527
987,17.598831,18.288197
988,2.2929158,2.3026736
989,13.780085,14.205618
990,2.4330044,2.3993592
991,13.751084,13.79453
992,13.636541,13.5378685
993,2.436819,2.4257126
994,2.5971816,2.5916796
995,2.3870986,2.3750246
996,15.886756,15.858607
997,15.014053,15.312548
998,2.5299168,2.5274553
999,2.5129173,2.499087
1000,7.1149087,7.269503
1001,2.9886334,2.981026
1002,2.5144832,2.5206335
1003,2.458428,2.4523432
1004,2.6479778,2.6379864
1005,2.668441,2.6516147
1006,2.6408243,2.6335912
1007,9.596979,9.621525
1008,2.375346,2.3683214
1009,2.5697176,2.5561838
1010,14.041086,14.041543
1011,8.084882,7.9458194
1012,2.6584823,2.7047877
1013,12.0426855,11.866209
1014,14.080473,14.167665
1015,2.5084305,2.4992504
1016,9.895869,10.134335
1017,2.7852118,2.7782362
1018,8.43012,8.396646
1019,7.5513144,7.5795555
1020,13.577979,13.952926
1021,2.519632,2.5305123
1022,16.718275,16.50335
1023,10.865885,11.155675
1024,2.5012858,2.5128675
1025,11.638888,11.37624
1026,7.9528112,7.8639855
1027,2.616693,2.5911174
1028,7.587198,7.531384
1029,12.745653,12.76323
1030,2.5651147,2.5553508
1031,10.874624,10.772143
1032,2.725913,2.6919076
1033,16.158323,15.872872
1034,2.6593812,2.6670718
1035,2.3261979,2.3358312
1036,9.747094,9.596792
1037,12.425572,12.570528
1038,2.690475,2.697546
1039,12.871402,12.99159
1040,2.6449263,2.6429663
1041,9.603076,9.758157
1042,2.555807,2.5608916
1043,2.4793582,2.5077176
1044,9.344486,9.337546
1045,12.111662,12.23855
1046,2.436754,2.4218693
1047,12.347962,12.599407
1048,11.321143,11.19409
1049,2.562885,2.569463
1050,2.5741148,2.5777075
1051,14.709497,15.06585
1052,11.708474,11.803885
1053,2.473912,2.4843283
1054,2.3319788,2.3222861
1055,10.974618,11.11861
1056,11.259342,11.333086
1057,2.5721178,2.5674014
1058,14.190922,14.1019125
1059,10.643744,10.658632
1060,2.4337711,2.4016826
1061,17.975422,18.026855
1062,12.324351,12.261516
1063,2.6272852,2.634403
1064,11.687485,11.838897
1065,2.7826033,2.8012493
1066,15.626959,16.008455
1067,2.8482206,2.8332074
1068,17.183693,16.832758
1069,2.3356576,2.3258321
1070,2.7400177,2.729448
1071,10.966019,10.934014
1072,18.024475,17.68575
1073,2.4129438,2.4107184
1074,2.4952908,2.5116444
1075,2.478821,2.470403
1076,2.7115734,2.7285154
1077,13.457266,13.304968
1078,2.4658036,2.467428
